0,3,1,22,7.25
1,1,0,38,71.2833
1,3,0,26,7.925
1,1,0,35,53.1
0,3,1,35,8.05
0,3,1,27.83522727,8.4583
0,1,1,54,51.8625
0,3,1,2,21.075
1,3,0,27,11.1333
1,2,0,14,30.0708
1,3,0,4,16.7
1,1,0,58,26.55
0,3,1,20,8.05
0,3,1,39,31.275
0,3,0,14,7.8542
1,2,0,55,16
0,3,1,2,29.125
1,2,1,33.08130081,13
0,3,0,31,18
1,3,0,27.83522727,7.225
0,2,1,35,26
1,2,1,34,13
1,3,0,15,8.0292
1,1,1,28,35.5
0,3,0,8,21.075
1,3,0,38,31.3875
0,3,1,27.83522727,7.225
0,1,1,19,263
1,3,0,27.83522727,7.8792
0,3,1,27.83522727,7.8958
0,1,1,40,27.7208
1,1,0,37.72566372,146.5208
1,3,0,27.83522727,7.75
0,2,1,66,10.5
0,1,1,28,82.1708
0,1,1,42,52
1,3,1,27.83522727,7.2292
0,3,1,21,8.05
0,3,0,18,18
1,3,0,14,11.2417
0,3,0,40,9.475
0,2,0,27,21
0,3,1,27.83522727,7.8958
1,2,0,3,41.5792
1,3,0,19,7.8792
0,3,1,27.83522727,8.05
0,3,1,27.83522727,15.5
1,3,0,27.83522727,7.75
0,3,1,27.83522727,21.6792
0,3,0,18,17.8
0,3,1,7,39.6875
0,3,1,21,7.8
1,1,0,49,76.7292
1,2,0,29,26
0,1,1,65,61.9792
1,1,1,45.53921569,35.5
1,2,0,21,10.5
0,3,1,28.5,7.2292
1,2,0,5,27.75
0,3,1,11,46.9
0,3,1,22,7.2292
1,1,0,38,80
0,1,1,45,83.475
0,3,1,4,27.9
0,1,1,45.53921569,27.7208
1,3,1,21.05397727,15.2458
1,2,0,29,10.5
0,3,1,19,8.1583
1,3,0,17,7.925
0,3,1,26,8.6625
0,2,1,32,10.5
0,3,0,16,46.9
0,2,1,21,73.5
0,3,1,26,14.4542
1,3,1,32,56.4958
0,3,1,25,7.65
0,3,1,27.83522727,7.8958
0,3,1,27.83522727,8.05
1,2,1,0.83,29
1,3,0,30,12.475
0,3,1,22,9
1,3,1,29,9.5
1,3,0,27.83522727,7.7875
0,1,1,28,47.1
1,2,0,17,10.5
1,3,0,33,15.85
0,3,1,16,34.375
0,3,1,27.83522727,8.05
1,1,0,23,263
0,3,1,24,8.05
0,3,1,29,8.05
0,3,1,20,7.8542
0,1,1,46,61.175
0,3,1,26,20.575
0,3,1,59,7.25
0,3,1,27.83522727,8.05
0,1,1,71,34.6542
1,1,1,23,63.3583
1,2,0,34,23
0,2,1,34,26
0,3,0,28,7.8958
0,3,1,27.83522727,7.8958
0,1,1,21,77.2875
0,3,1,33,8.6542
0,3,1,37,7.925
0,3,1,28,7.8958
1,3,0,21,7.65
1,3,1,27.83522727,7.775
0,3,1,38,7.8958
1,3,0,27.83522727,24.15
0,1,1,47,52
0,3,0,14.5,14.4542
0,3,1,22,8.05
0,3,0,20,9.825
0,3,0,17,14.4583
0,3,1,21,7.925
0,3,1,70.5,7.75
0,2,1,29,21
0,1,1,24,247.5208
0,3,0,2,31.275
0,2,1,21,73.5
0,3,1,27.83522727,8.05
0,2,1,32.5,30.0708
1,2,0,32.5,13
0,1,1,54,77.2875
1,3,1,12,11.2417
0,3,1,27.83522727,7.75
1,3,1,24,7.1417
1,3,0,21.05397727,22.3583
0,3,1,45,6.975
0,3,1,33,7.8958
0,3,1,20,7.05
0,3,0,47,14.5
1,2,0,29,26
0,2,1,25,13
0,2,1,23,15.0458
1,1,0,19,26.2833
0,1,1,37,53.1
0,3,1,16,9.2167
0,1,1,24,79.2
0,3,0,21.05397727,15.2458
1,3,0,22,7.75
1,3,0,24,15.85
0,3,1,19,6.75
0,2,1,18,11.5
0,2,1,19,36.75
1,3,1,27,7.7958
0,3,0,9,34.375
0,2,1,36.5,26
0,2,1,42,13
0,2,1,51,12.525
1,1,0,22,66.6
0,3,1,55.5,8.05
0,3,1,40.5,14.5
0,3,1,27.83522727,7.3125
0,1,1,51,61.3792
1,3,0,16,7.7333
0,3,1,30,8.05
0,3,1,27.83522727,8.6625
0,3,1,8.2125,69.55
0,3,1,44,16.1
1,2,0,40,15.75
0,3,1,26,7.775
0,3,1,17,8.6625
0,3,1,1,39.6875
1,3,1,9,20.525
1,1,0,37.72566372,55
0,3,0,45,27.9
0,1,1,45.53921569,25.925
0,3,1,28,56.4958
0,1,1,61,33.5
0,3,1,4,29.125
1,3,0,1,11.1333
0,3,1,21,7.925
0,1,1,56,30.6958
0,3,1,18,7.8542
0,3,1,8.2125,25.4667
0,1,0,50,28.7125
0,2,1,30,13
0,3,1,36,0
0,3,0,8.2125,69.55
0,2,1,33.08130081,15.05
0,3,1,9,31.3875
1,2,1,1,39
1,3,0,4,22.025
0,1,1,37.72566372,50
1,3,0,27.83522727,15.5
1,1,1,45,26.55
0,3,1,40,15.5
0,3,1,36,7.8958
1,2,0,32,13
0,2,1,19,13
1,3,0,19,7.8542
1,2,1,3,26
1,1,0,44,27.7208
1,1,0,58,146.5208
0,3,1,27.83522727,7.75
0,3,1,42,8.4042
1,3,0,27.83522727,7.75
0,2,0,24,13
0,3,1,28,9.5
0,3,1,8.2125,69.55
0,3,1,34,6.4958
0,3,1,45.5,7.225
1,3,1,18,8.05
0,3,0,2,10.4625
0,3,1,32,15.85
1,3,1,26,18.7875
1,3,0,16,7.75
1,1,1,40,31
0,3,1,24,7.05
1,2,0,35,21
0,3,1,22,7.25
0,2,1,30,13
0,3,1,27.83522727,7.75
1,1,0,31,113.275
1,3,0,27,7.925
0,2,1,42,27
1,1,0,32,76.2917
0,2,1,30,10.5
1,3,1,16,8.05
0,2,1,27,13
0,3,1,51,8.05
0,3,1,27.83522727,7.8958
1,1,1,38,90
0,3,1,22,9.35
1,2,1,19,10.5
0,3,1,20.5,7.25
0,2,1,18,13
0,3,0,8.2125,25.4667
1,1,0,35,83.475
0,3,1,29,7.775
0,2,1,59,13.5
1,3,0,5,31.3875
0,2,1,24,10.5
0,3,0,27.83522727,7.55
0,2,1,44,26
1,2,0,8,26.25
0,2,1,19,10.5
0,2,1,33,12.275
0,3,0,27.83522727,14.4542
1,3,0,27.83522727,15.5
0,2,1,29,10.5
0,3,1,22,7.125
0,3,1,30,7.225
0,1,1,44,90
0,3,0,25,7.775
1,2,0,24,14.5
1,1,1,37,52.5542
0,2,1,54,26
0,3,1,27.83522727,7.25
0,3,0,29,10.4625
0,1,1,62,26.55
0,3,1,30,16.1
0,3,0,41,20.2125
1,3,0,29,15.2458
1,1,0,37.72566372,79.2
1,1,0,30,86.5
1,1,0,35,512.3292
1,2,0,50,26
0,3,1,27.83522727,7.75
1,3,1,3,31.3875
0,1,1,52,79.65
0,1,1,40,0
0,3,0,27.83522727,7.75
0,2,1,36,10.5
0,3,1,16,39.6875
1,3,1,25,7.775
1,1,0,58,153.4625
1,1,0,35,135.6333
0,1,1,45.53921569,31
1,3,1,25,0
1,2,0,41,19.5
0,1,1,37,29.7
1,3,0,27.83522727,7.75
1,1,0,63,77.9583
0,3,0,45,7.75
0,2,1,33.08130081,0
0,3,1,7,29.125
1,3,0,35,20.25
0,3,1,65,7.75
0,3,1,28,7.8542
0,3,1,16,9.5
1,3,1,19,8.05
0,1,1,45.53921569,26
0,3,1,33,8.6625
1,3,1,30,9.5
0,3,1,22,7.8958
1,2,1,42,13
1,3,0,22,7.75
1,1,0,26,78.85
1,1,0,19,91.0792
0,2,1,36,12.875
0,3,0,24,8.85
0,3,1,24,7.8958
0,1,1,45.53921569,27.7208
0,3,1,23.5,7.2292
0,1,0,2,151.55
1,1,1,45.53921569,30.5
1,1,0,50,247.5208
1,3,0,27.83522727,7.75
1,3,1,27.83522727,23.25
0,3,1,19,0
1,2,0,33.08130081,12.35
0,3,1,27.83522727,8.05
1,1,1,0.92,151.55
1,1,0,37.72566372,110.8833
